Emotion,Text
neutral," oh , really . That is great news . What does he look like ? "
joy,I made dinner for some friends and they appreciated it very much.
anger,"Boyfriend \chatting up\"" another girl."""
sadness,"I was travelling back home by boat with two friends of mine after a lovely holiday trip.  The night and the sea were dark, and the wind was blowing.  I feared that death was there on the boat, I somehow felt sure about it.  I feared being left alone."
joy," Well , that sounds like it would be OK . Just be careful . "
sadness,Death of a close friend.
neutral, Oh ! ! My car isn't working . I'm waiting for a tow-truck . 
anger, I don't think that I ever heard of that rule before . Any more rules that you would like to tell me about ? 
joy, About 80 million dollars . 
anger,My friend and I were to attend a very important meeting and he had promised to come and pick me up.  But he did not turn up and I felt very angry at him.
neutral," I had mine when I was 24 . that ’ s a little young . I ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career . "
anger,When someone took my things without having asked for my permission.
joy,My father promoted to be a professor.
neutral," Hi , Jim . "
joy,"Much pressure can overtly or unwittingly be put on grown up children , to provide grandchildren for the delight of the grandparents . "
anger, Yes . I can't find my sweater . I have my laundry sent to you yesterday but when the washing is done . I find my swatter missing . 
joy,When the church choir came one Sunday after being away for some weeks.
joy, That's wonderful ! 
neutral, Why ? 
anger,Someone told me we are not as good as the All English Class.
sadness, I'm very sorry about this . 
joy,"When a friend of mine had her period, while thinking she was pregnant."
neutral,"Hi , Nicole . Did you have a good weekend ? "
joy, I ’ m sure I ’ ll like it here . 
sadness,Feeling unable to preserve one's ideas and ambitions as innocent as they are when you are young.
joy,"When I knew that there were, at last, no problems in making a journey that I had been wanting to make for a long time."
anger,His mounting anger was making his speech more and more incomprehensible through his stroke-stiffened mouth . 
anger," Oh , no ! "
neutral, Once in a while . 
joy,"When I recently managed to get my first consulting assignment \myself\"" i.e on my own initiative."""
joy, Ok . Take care . Have a nice journey . 
neutral, Is it ? 
anger,The anger in her voice took him aback . 
neutral, No . 
sadness,"Apparently the RLD was not aware of the details of the Vanguard accident at that time , but the subsequent publication of the report on the accident should have reinforced their disquiet . "
joy, I'm sure and I remembered your phone number . I'll call you . 
anger,I was so angry with a patient who refused to take drugs.
sadness,Les meilleurs Rick Roll restent à venir ! 
neutral, What ? 
joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and...! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them."
anger,When I failed an exam I thought I would pass.
sadness,On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast.
sadness, That ’ s a pity . We can arrange another time hopefully . 
neutral, How much ? 
joy,"During my Summer vacations I planned a carnival for the community youth center with a few other volunteers.  I was the head of the organizors and we spent over a month planning it.  During this period we got to know and understood each other.  We discovered each others potential and we planned many interesting things for the carnival.  The day of the carnival everything was bright, the programmes went well and the attendants enjoyed it.  I felt extremely excited about it."
neutral," Well , you always say you're busy . "
neutral, part-timer ? Is that a new buzzword ? 
sadness,"At age 10 my foster grandmother died, I had a fear of dying."
sadness,I fear before each exam.
neutral, Yes ? 
anger," You see , that ’ s what I ’ m talking about , I can ’ t stand your sarcastic jokes anymore "
sadness,When I was at school.
sadness,I'm in the most painful situation in definition of: damned if I do and damned if I don't #life #love what is #therightthing
joy,Some time ago a close relative of mine got off cheap with the worst.
neutral," Yes , I am . "
neutral, how did your day go ?
sadness,"She gazed at Ruth , and her face seemed to fill up with horror . "
sadness,@mamzelle_liliz oui mais le proctologue porte à confusion chez un certain public...  :p
anger,The Sheffield Wednesday striker was livid at finding himself back on the bench just 28 minutes after being sent on as a second-half substitute at Norwich on Saturday . 
anger,He was furious with me for ringing him . 
sadness," No , I'm scared of cats . "
neutral, Why ? 
anger, You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
